,domain,url,comment_id,username,user_id,comment,sentiment,toxicity,comment_original,language,links,upvotes,downvotes,published_date,reply_count,reply_to,crawled_time
12,infowars.com,https://www.infowars.com/justin-trudeau-wants-to-censor-the-internet-if-he-wins-re-election/,08bfb0b7-7f79-4f2d-8c44-fa9e71d52e36,ElectricalPowerGrid,1d772c16-6c4e-4e58-b49e-126dfc2f1d0b,"Veterans Military Men -

Female Voting Female Governance beta male Governance has Destroyed western countries Cultural Sovereignty Societies Financial Freedom Self Governance National Sovereignty..

.. Without a single unified culture ethnicity there is NO COUNTRY

.. Without a single unified culture ethnicity there is NO SELF GOVERNANCE

.. Without a single unified culture ethnicity there is NO FINANCIAL FREEDOM

.. Without a single unified culture ethnicity there will be ...

TOTAL DEMORALIZATION - Tyranny

UK Canada France Germany Sweden Ireland Belgium Australia Norway Finland Scotland New Zealand Denmark etc ...

White Men everywhere DISARMED

'.. Capture their Cities Municipalities Schools and you have Captured their Country' 

PROPERTY TAXES

RACIAL African Invasion Acclimation Balkanizion 

Mathematics of Cultural Destruction

Globalist Banker's NEW Female Beta male LGBT Socialist Communist RACIALLY Acclimated Balkanized Parasitic TAX COLONIES!

Mathematics -

.... And CHINA is Building Up fast 

tic toc",0.013666999999999999,0.48555398,"Veterans Military Men -
<br>

<br>Female Voting Female Governance beta male Governance has Destroyed western countries Cultural Sovereignty Societies Financial Freedom Self Governance National Sovereignty..<br>

<br>.. Without a single unified culture ethnicity there is NO COUNTRY<br>

<br>.. Without a single unified culture ethnicity there is NO SELF GOVERNANCE<br>

<br>.. Without a single unified culture ethnicity there is NO FINANCIAL FREEDOM<br>

<br>.. Without a single unified culture ethnicity there will be ...
<br>
<br>TOTAL DEMORALIZATION - Tyranny
<br>
<br>UK Canada France Germany Sweden Ireland Belgium Australia Norway Finland Scotland New Zealand Denmark etc ...
<br>
<br>White Men everywhere DISARMED

<br><br>'.. Capture their Cities Municipalities Schools and you have Captured their Country' <br><br>PROPERTY TAXES<br>

<br>RACIAL African Invasion Acclimation Balkanizion <br><br>Mathematics of Cultural Destruction
<br>
<br>Globalist Banker's NEW Female Beta male LGBT Socialist Communist RACIALLY Acclimated Balkanized Parasitic TAX COLONIES!
<br>
<br>Mathematics -
<br>
<br>.... And CHINA is Building Up fast <br><br>tic toc",,,,,1571756154000,0,,2020-05-11 11:45:37
13,infowars.com,https://www.infowars.com/justin-trudeau-is-cancelled/,0901d6d2-ea31-4917-ac2d-0c2003db5ce1,ReindeerBBQ,ecbc13e0-7874-455a-bb3c-9258a862847b,"Actually slaves excaped Canada to the U.S. Northern states where slavery had been made a felony, and the Northern States refused to give them back because under the law of the land, they were free men.",0.133333,0.20085175,"Actually slaves excaped Canada to the U.S. Northern states where slavery had been made a felony, and the Northern States refused to give them back because under the law of the land, they were free men.",,,,,1568917758000,0,fb6538a7-e17d-4e7e-b6a6-cdb558dfbcc5,2020-05-11 13:25:31
14,infowars.com,https://www.infowars.com/yet-more-high-quality-video-of-trudeau-in-blackface-has-emerged/,0902fb42-4883-4db1-98b6-a40613225c61,ClaudeT,ed560b9a-26bd-4441-9fa5-3e59ea02946a,who gives a sheut,0.0,0.20828126,who gives a sheut,,,1.0,,1569804484000,0,,2020-05-11 13:25:37
15,infowars.com,https://www.infowars.com/trudeaus-victory-speech-turns-into-scandal-as-he-interrupts-rivals-address/,09fdd92f-9537-4549-8ffe-53702a73be1e,GaletonLiberty,77fe7f39-49f3-46ef-9151-b5d725ba4ed2,"The MSM in Canada has no respect just an attitude of Butt-Kissing to switch to trudeau instead of staying with Scheer to the completion of his speech but doesn't surprise me.  People understand that these political leaders are your servants, not the other way around.  Trudeau shows he is an ass and will continue guiding your nation downward in the same way as ocriminal and klintonista.
",-0.041666999999999996,0.6625167,"The MSM in Canada has no respect just an attitude of Butt-Kissing to switch to trudeau instead of staying with Scheer to the completion of his speech but doesn't surprise me.  People understand that these political leaders are your servants, not the other way around.  Trudeau shows he is an ass and will continue guiding your nation downward in the same way as ocriminal and klintonista. <br>",,,1.0,,1571758340000,1,,2020-05-11 11:46:08
16,infowars.com,https://www.infowars.com/justin-trudeau-wants-to-censor-the-internet-if-he-wins-re-election/,0abf3559-ae7b-419f-b9df-961f17cc1993,powerxq,b8c4a115-1f49-45a8-ab4f-4d4055a09c62,"Hillary is overjoyed with Justin winning reelection. She'll be drunk-calling him at 3am, demanding another $20 or $30 million of Canadian peasant-taxpayers money to one of her many Clinton Family Foundations. Or else she'll have her Deep State release the vids (and blame Trump).",0.333333,0.25341636,"Hillary is overjoyed with Justin winning reelection. She'll be drunk-calling him at 3am, demanding another $20 or $30 million of Canadian peasant-taxpayers money to one of her many Clinton Family Foundations. Or else she'll have her Deep State release the vids (and blame Trump).",,,,,1571723996000,0,,2020-05-11 11:45:46
17,infowars.com,https://www.infowars.com/ezra-levant-offers-10000-for-video-of-blackface-trudeau-singing-day-o/,0b76c6c4-820b-48b1-952e-ade039294632,HANGTHEOWL,fb6a97f7-9f18-452c-8a72-310f88424e3e,"Diiiiiiieeeeee white faced WAR mongering boy in ameriiiiiiiSCUM,,,!!!!!!!!",0.0,0.6858485,"Diiiiiiieeeeee white faced WAR mongering boy in ameriiiiiiiSCUM,,,!!!!!!!!",,,,,1568898299000,0,d0ddd60b-90fc-457a-ae95-804e9a206b9c,2020-05-11 11:26:50
18,infowars.com,https://www.infowars.com/justin-trudeau-is-cancelled/,0c8fca49-90b9-4b88-8e41-cc6690680148,powerxq,b8c4a115-1f49-45a8-ab4f-4d4055a09c62,"""Trans people are appropriating opposite genders.""  Trans people should be forbidden from culturally appropriating the opposite gender until they've completed all the hormonal and surgical changes. While Drag Queens, even 11 year old Drag Queens, should be absolutely forbidden from impersonating women. And gay actors should be forbidden from impersonating persons of straightness (and vice versa).",0.077083,0.12396330400000001,"""Trans people are appropriating opposite genders.""  Trans people should be forbidden from culturally appropriating the opposite gender until they've completed all the hormonal and surgical changes. While Drag Queens, even 11 year old Drag Queens, should be absolutely forbidden from impersonating women. And gay actors should be forbidden from impersonating persons of straightness (and vice versa).",,,,,1568922682000,0,2d1cc427-af59-4e1b-98eb-7b560d4700ef,2020-05-11 13:25:32
19,infowars.com,https://www.infowars.com/political-scientist-trudeau-blackface-scandal-could-cost-him-the-election/,0ca34f13-8519-4722-84a7-0ddb004aecf6,Medusa,2855dedc-2257-417e-8c40-d2cd55bbd427,"Good costume.  Being a black and white image, I couldnt tell it was him at all.
",0.177778,0.19137117,"Good costume.  Being a black and white image, I couldnt tell it was him at all.<br>",,,2.0,,1568915373000,0,,2020-05-11 11:26:54
20,infowars.com,https://www.infowars.com/trudeaus-victory-speech-turns-into-scandal-as-he-interrupts-rivals-address/,0d057e35-a29e-45ca-9053-53b5307567e6,ElectricalPowerGrid,1d772c16-6c4e-4e58-b49e-126dfc2f1d0b,"Perhaps - 

What is needed 'required' is a foreign military force to invade America Canada UK France Germany Sweden 

To wake up the Feminized Domesticated white male populations ",-0.05625,0.56649786,Perhaps - <br><br>What is needed 'required' is a foreign military force to invade America Canada UK France Germany Sweden <br><br>To wake up the Feminized Domesticated white male populations ,,,,,1571765965000,1,493a44d8-4b12-46ff-a5ca-9d4bec5c18b7,2020-05-11 11:45:52
21,infowars.com,https://www.infowars.com/trudeaus-victory-speech-turns-into-scandal-as-he-interrupts-rivals-address/,0e09dc3c-e986-4da2-b31b-4a34f26f0ab1,Corey_Treverson,277f3aad-9be0-485e-89bb-6011a40d0d3f,Including immigrants who shouldn't be eligible to vote!,0.0,0.5705880999999999,Including immigrants who shouldn't be eligible to vote!,,,,,1571852537000,0,94e72b7e-97ec-42fc-b05a-82fb2c895fa4,2020-05-11 11:45:48
22,infowars.com,https://www.infowars.com/ezra-levant-offers-10000-for-video-of-blackface-trudeau-singing-day-o/,0e1adc69-80f9-4dc9-9a21-6df2c92f8c17,WhoCares94,f6f07712-8e19-400e-9e20-ff00793dd709,Just go watch beetlejuice.. this is so over already.,0.0,0.22217038,Just go watch beetlejuice.. this is so over already.,,,2.0,,1568906628000,0,,2020-05-11 11:26:41
23,infowars.com,https://www.infowars.com/trudeau-on-brink-amid-explosive-political-scandal/,0e66769c-4d34-417a-b615-cc5b95af287a,VeggyZ,84d735bb-5dec-42da-ae81-d301a63e24f1,"He should have stayed with his backpacking and hiking and such.  He's probably the last person I would vote for.   Dumbasses in the west need to stop voting for people who are ""relate-able"" and vote for people who will do a good and honest job.  

You don't hire a banker to cook your meal, and you won't hire a plumber to do surgery on you.  So a frat-boy hiker is not really the one who should be running anyone's country.",0.24,0.783458,"He should have stayed with his backpacking and hiking and such.  He's probably the last person I would vote for.   Dumbasses in the west need to stop voting for people who are ""relate-able"" and vote for people who will do a good and honest job.  

You don't hire a banker to cook your meal, and you won't hire a plumber to do surgery on you.  So a frat-boy hiker is not really the one who should be running anyone's country.",,,,,1551387374000,0,3a9b4a75-3579-46bf-81b4-fa143423ba15,2020-05-11 11:33:25
24,infowars.com,https://www.infowars.com/ezra-levant-offers-10000-for-video-of-blackface-trudeau-singing-day-o/,0e75541e-77a8-4e85-bf5f-bd38e924f202,dindunuffins,f2f37dfe-81cd-40e3-833b-fec9e7342f1b,"For $1,000 Dollars I'll sell you a video of Rudi Guiliani dressed up like a Tranny with Trump sucking on his Moobies....awww, fek it, you can see if for free on Youtube ..........That Time Trump Felt Up Giuliani - NYT Opinion....youtube.com/watch?v=K9Kp_eHMQ7s
",0.4,0.8378517600000001,"For $1,000 Dollars I'll sell you a video of Rudi Guiliani dressed up like a Tranny with Trump sucking on his Moobies....awww, fek it, you can see if for free on Youtube ..........That Time Trump Felt Up Giuliani - NYT Opinion....<a href=""http://youtube.com/watch?v=K9Kp_eHMQ7s"" class=""talk-plugin-rich-text-link"" target=""_blank"">youtube.com/watch?v=K9Kp_eHMQ7s</a><br>",,"{""links"": [""http://youtube.com/watch?v=K9Kp_eHMQ7s""]}",,,1568921612000,0,,2020-05-11 11:26:36
25,infowars.com,https://www.infowars.com/yet-more-high-quality-video-of-trudeau-in-blackface-has-emerged/,0e7ba02c-f1ba-46ab-b710-45d5b9c5b98d,Diarrhea,c2c58d90-2552-499b-9714-4a27ae793744,This is unfortunate for the little boy. Just wait until they start releasing pictures of him drunk and naked from only a couple of years ago when he was Epstein's island. ,-0.23750000000000002,0.38027957,This is unfortunate for the little boy. Just wait until they start releasing pictures of him drunk and naked from only a couple of years ago when he was Epstein's island. ,,,,,1569864100000,0,,2020-05-11 13:25:28
26,infowars.com,https://www.infowars.com/justin-trudeau-wants-to-censor-the-internet-if-he-wins-re-election/,0ea7dd2c-6e47-47e5-80fc-ac9e152ad887,Comment_wars,727ae33b-156d-4508-b31e-e457b6b309f7,"The internet was the wild west of free expression for over 20 years. Hate speech was never a problem.

It was not until the uprising against the police state in 2014 and 2015 that suddenly racism (divide and conquer) was actually encouraged and censorship was brought in to prevent an uprising like that from happening again.

All the ""leftist"" police accountability websites like copblock and freethoughtproject were censored just like IW was. 

They just murdered a guy at a traffic stop in NY last week and gruesomely like soulless NAZI war criminals 'following procedures' handcuffed an obviously dead corpse but this stuff never goes viral anymore.

The only hate speech they care about is people who hate on the tyrannical government and encourage more people to.

I just hope after the 2020 election the old Infowars returns and stirs the fight against the big brother police state control grid again.

I took that line ""big brother police state control grid"" from the old Infowars. You rarely see those kind of words here anymore.",-0.0775,0.35929865,"The internet was the wild west of free expression for over 20 years. Hate speech was never a problem.<br><br>It was not until the uprising against the police state in 2014 and 2015 that suddenly racism (divide and conquer) was actually encouraged and censorship was brought in to prevent an uprising like that from happening again.<br><br>All the ""leftist"" police accountability websites like copblock and freethoughtproject were censored just like IW was. <br><br>They just murdered a guy at a traffic stop in NY last week and gruesomely like soulless NAZI war criminals 'following procedures' handcuffed an obviously dead corpse but this stuff never goes viral anymore.<br><br>The only hate speech they care about is people who hate on the tyrannical government and encourage more people to.<br><br>I just hope after the 2020 election the old Infowars returns and stirs the fight against the big brother police state control grid again.<br><br>I took that line ""big brother police state control grid"" from the old Infowars. You rarely see those kind of words here anymore.",,,1.0,,1571688044000,1,,2020-05-11 11:45:59
27,infowars.com,https://www.infowars.com/trudeau-on-brink-amid-explosive-political-scandal/,0eb08902-3107-4c79-b992-7d083c485ba7,AztecDeathWhistleBlowerNumberNine,cdb30543-3f9e-40f9-8bb0-52f2d0ac143b,"""Quit your grinning and drop your lien"" Hudson Bill Paxton, Aliens, ",0.0,0.46589994,"""Quit your grinning and drop your lien"" Hudson Bill Paxton, Aliens, ",,,,,1551378595000,0,,2020-05-11 11:33:22
28,infowars.com,https://www.infowars.com/justin-trudeau-wants-to-censor-the-internet-if-he-wins-re-election/,0ed65ccc-688c-4bc3-b6c5-d128789f46d7,Zort_Halogen,0cb0ced5-278c-43ed-a4b9-34939f7e5684,"Justin Trudeau was the fellow Melania was making goo goo eyes to at the last G7 summit. 
",0.0,0.2809692,Justin Trudeau was the fellow Melania was making goo goo eyes to at the last G7 summit.  <br>,,,,,1571693471000,0,,2020-05-11 11:45:54
29,infowars.com,https://www.infowars.com/yet-more-high-quality-video-of-trudeau-in-blackface-has-emerged/,0f7ae929-80c7-4b46-9cbf-51c84a574ea9,ElectricalPowerGrid,1d772c16-6c4e-4e58-b49e-126dfc2f1d0b,"What Destroyed Western Christian Countries Cultural Sovereignty Civilization ...

UK Canada France Germany...

White MEN DISARMED ...

1. Females Feminist Empowerment - GOVERNANCE

2. Socialism Communism

3. LGBT / Courts Judges

4. RACIAL Invasion Acclimation Balkanizion

5. Feminization Domestication of the White male populations

6. Feminization of our sons

7. Teaching our white 5 year old Children homosexual acts in schools.

8. Capture their Cities Municipalities and you have CAPTURED their Country 

Australia Ireland Scotland Norway Finland Belgium New Zealand .. White Men everywhere DISARMED

...... And CHINA is Building Up fast

tic toc",0.048760000000000005,0.54250747,What Destroyed Western Christian Countries Cultural Sovereignty Civilization ...<br><br>UK Canada France Germany...<br><br>White MEN DISARMED ...<br><br>1. Females Feminist Empowerment - GOVERNANCE<br><br>2. Socialism Communism<br><br>3. LGBT / Courts Judges<br><br>4. RACIAL Invasion Acclimation Balkanizion<br><br>5. Feminization Domestication of the White male populations<br><br>6. Feminization of our sons<br><br>7. Teaching our white 5 year old Children homosexual acts in schools.<br><br>8. Capture their Cities Municipalities and you have CAPTURED their Country <br><br>Australia Ireland Scotland Norway Finland Belgium New Zealand .. White Men everywhere DISARMED<br><br>...... And CHINA is Building Up fast<br><br>tic toc,,,4.0,,1569775275000,1,,2020-05-11 13:26:05
30,infowars.com,https://www.infowars.com/political-scientist-trudeau-blackface-scandal-could-cost-him-the-election/,0f884817-3d01-406e-a967-9eaf2f04a209,JamesB,85d4f39c-8bbf-410e-bef3-81a51da6a652,"He's the kind of liberal who says people who do this stuff are racist. So based on his own analysis of things, he's got to go. Goodbye.",0.6000000000000001,0.46589994,"He's the kind of liberal who says people who do this stuff are racist. So based on his own analysis of things, he's got to go. Goodbye.",,,,,1568926785000,0,,2020-05-11 11:26:48
31,infowars.com,https://www.infowars.com/canadas-wokest-pm-just-took-a-hit-in-the-polls-after-blackface-scandal/,10105519-994d-45de-8c92-1dc2cc94d7ad,neilineg,4beb30bc-f6b9-450d-87b7-09fb3293c304,"trudeau is toast, very similar to k harris, now has zero 'cred', also a fake feminist to equal degree, also national poll ignores that canada like the US is regional, i.e., look at result of electoral college, not popular vote, son of fidel castro is persona non grata in french canada/quebec, a quarter of the population,   hated in alberta oil country, / with blue collar jobs offshored to china, socialist NDP has no base, climate fear Greens are now  opposed by founder of 'Greenpeace',  so expect low turnout  and conservative national/nationalist quebec landslide",-0.144444,0.32246749999999996,"trudeau is toast, very similar to k harris, now has zero 'cred', also a fake feminist to equal degree, also national poll ignores that canada like the US is regional, i.e., look at result of electoral college, not popular vote, son of fidel castro is persona non grata in french canada/quebec, a quarter of the population,   hated in alberta oil country, / with blue collar jobs offshored to china, socialist NDP has no base, climate fear Greens are now  opposed by founder of 'Greenpeace',  so expect low turnout  and conservative national/nationalist quebec landslide",,,,,1569154352000,0,,2020-05-11 11:26:48
32,infowars.com,https://www.infowars.com/political-scientist-trudeau-blackface-scandal-could-cost-him-the-election/,10d67dc8-eb4f-4f9f-a819-384250ba5c65,NOPIN1,425ad52e-487a-4127-8a0c-9fa050f60981,"Check out Kevin Annett's website for the crimes against indigineous children in Canada. Go to Murderby decree.com The news is giving you a sideswipe. Hidden in plain sight is a black face, but really the crimes are horrendous against Humanity.  Think I am fooling Here  you go: 

An Open Letter to Justin Trudeau Prime Minister of Canada July 31, 2019 Dear Mr. Trudeau, I am today issuing you a challenge to join me in a public debate on the question “How must Canada and its churches be prosecuted and punished for their proven crime of Genocide?” I propose that this debate take place in the City of Vancouver at a public venue of our mutual agreement on Monday September 9, 2019. This invitation is issued well before the impending federal election to allow you the time to schedule your participation in the debate. As you are aware, on June 7 you were issued a Public Summons to Appear before the International Tribunal for the Disappeared of Canada (ITDC), to commence on Monday September 16 in Vancouver. Neither you nor any of your colleagues have responded to the ITDC Summons, nor have you complied with the request of ITDC officials to meet with them to discuss your alleged complicity in crimes against humanity, and your need to comply with the requirements of International Law. The June 7 Summons has charged you with having “willfully planned, committed, concealed and aided and abetted intentional genocide including the imprisoning, harming, trafficking, exploiting, torturing and ritual killing of indigenous men, women and children, the violent occupying and exploiting of indigenous lands and resources, the active defrauding of the Canadian people and the obstructing of justice”. Further, on July 9 and citing International Law, the ITDC issued you a statement ordering you to cease and desist from “any further actions that aid and abet the continued genocide of aboriginal people”. These actions include ordering or colluding in the destruction of evidence and mass graves, silencing witnesses, granting tax exemptions to genocidal Canadian churches and even standing as a candidate in the upcoming Canadian federal election. Mr. Trudeau, the law and the Canadian people require that you answer these charges in both the legally established Tribunal of September 16 and in free and open public debate, lest you appear to be evading justice and colluding in criminality. It is therefore incumbent on you to appear in both of these forums, especially during the time when you will be asking for a mandate from the electorate to continue in public office. I look forward to your reply. Sincerely, Kevin D. Annett, M.A., M.Div. Adviser to the International Tribunal for the Disappeared of Canada (ITDC) Candidate for the Republican Party of Kanata in the federal election (Winnipeg North) thecommonland@gmail.comrepublicofkanata@gmail.comwww.murderbydecree.com cc: public media, ITDC Directorate, Members of Parliament and the Canadian Senate, United Nations member states (original letter signed, faxed, emailed and hand delivered to the Prime Minister’s Office)
",0.012742999999999999,,"Check out Kevin Annett's website for the crimes against indigineous children in Canada. Go to Murderby <a href=""http://decree.com"" class=""talk-plugin-rich-text-link"" target=""_blank"">decree.com</a> The news is giving you a sideswipe. Hidden in plain sight is a black face, but really the crimes are horrendous against Humanity.  Think I am fooling Here  you go: <br><br> An Open Letter to Justin Trudeau Prime Minister of Canada

July 31, 2019

Dear Mr. Trudeau,

I am today issuing you a challenge to join me in a public debate on the question “How must Canada and its churches be prosecuted and punished for their proven crime of Genocide?”

I propose that this debate take place in the City of Vancouver at a public venue of our mutual agreement on Monday September 9, 2019. This invitation is issued well before the impending federal election to allow you the time to schedule your participation in the debate.  

As you are aware, on June 7 you were issued a Public Summons to Appear before the International Tribunal for the Disappeared of Canada (ITDC), to commence on Monday September 16 in Vancouver. Neither you nor any of your colleagues have responded to the ITDC Summons, nor have you complied with the request of ITDC officials to meet with them to discuss your alleged complicity in crimes against humanity, and your need to comply with the requirements of International Law. 

The June 7 Summons has charged you with having “willfully planned, committed, concealed and aided and abetted intentional genocide including the imprisoning, harming, trafficking, exploiting, torturing and ritual killing of indigenous men, women and children, the violent occupying and exploiting of indigenous lands and resources, the active defrauding of the Canadian people and the obstructing of justice”.

Further, on July 9 and citing International Law, the ITDC issued you a statement ordering you to cease and desist from “any further actions that aid and abet the continued genocide of aboriginal people”. These actions include ordering or colluding in the destruction of evidence and mass graves, silencing witnesses, granting tax exemptions to genocidal Canadian churches and even standing as a candidate in the upcoming Canadian federal election. 

Mr. Trudeau, the law and the Canadian people require that you answer these charges in both the legally established Tribunal of September 16 and in free and open public debate, lest you appear to be evading justice and colluding in criminality. It is therefore incumbent on you to appear in both of these forums, especially during the time when you will be asking for a mandate from the electorate to continue in public office.

I look forward to your reply.

Sincerely,

Kevin D. Annett, M.A., M.Div. 

Adviser to the International Tribunal for the Disappeared of Canada (ITDC)

Candidate for the Republican Party of Kanata in the federal election (Winnipeg North)

thecommonland@gmail.comrepublicofkanata@<a href=""http://gmail.comwww.murderbydecree.com"" class=""talk-plugin-rich-text-link"" target=""_blank"">gmail.comwww.murderbydecree.com</a>

cc: public media, ITDC Directorate, Members of Parliament and the Canadian Senate, United Nations member states

(original letter signed, faxed, emailed and hand delivered to the Prime Minister’s Office)<br>",,"{""links"": [""http://decree.com"", ""http://gmail.comwww.murderbydecree.com"", ""www.murderbydecree.com""]}",1.0,,1568920385000,0,,2020-05-11 11:26:52
