,blog_id,url,user,date,text,sentiment,toxicity
10,674,http://warrenkinsella.com/2019/01/this-cabinet-shuffle-is-a-joke/,6,2019-01-15 08:48:00,Ive heard theres a possibility of more defections I wonder if that would be the case in the new parliamentary session Any rumblings or rumours I believe they return to the HoC the week after next,0.212121,0.07236211
11,674,http://warrenkinsella.com/2019/01/this-cabinet-shuffle-is-a-joke/,7,2019-01-15 14:53:00,There have been rumors of more defections for months While no specific names were given there arewere some higher profile Liberals considering jumping Heard at the time those wanting to go were told if they did the party had dirt on them that would be released,0.25,0.26282975
12,674,http://warrenkinsella.com/2019/01/this-cabinet-shuffle-is-a-joke/,8,2019-01-16 06:45:00,But how is that any different from any other government There are ALWAYS Parliamentary Secretaries that feel they have been unjustly overlooked This is nothing new,0.003788,0.07247225
13,674,http://warrenkinsella.com/2019/01/this-cabinet-shuffle-is-a-joke/,5,2019-01-14 16:08:00,Dork That is a perennial condition afflicting all governments regardless of political stripe Whiners come in all genders,0.0,0.78565586
14,674,http://warrenkinsella.com/2019/01/this-cabinet-shuffle-is-a-joke/,9,2019-01-14 19:39:00,Jody WilsonRayboulds move from Justice to VA is a massive fuckup and nothing but a demotion Justin Trudeau continues the one tradition he has honestly perfected since becoming PM and that is completely fucking over his MPs no matter their compotence and loyalty He is honestly so goddamn good at jilting his own caucus with stupid ass role decisions and hes even worse at explaining them afterwards No coherent logic and no political strategy whatsoever If anything is going to bring his leadership down its the disaffected members in his caucus a steadily growing group,0.070085,0.76709586
15,674,http://warrenkinsella.com/2019/01/this-cabinet-shuffle-is-a-joke/,7,2019-01-15 12:55:00,Team Trudeau is now in damage control trying to claim she was offered Indigenous Affairs and turned it down She was NOT offered that portfolio They are not telling the truth,-0.155556,0.23167878
16,674,http://warrenkinsella.com/2019/01/this-cabinet-shuffle-is-a-joke/,5,2019-01-15 15:34:00,Matt Both hands on the tiller this aint Im starting to smell swan dive and frankly it pisses me off even though I shouldnt necessarily give a damn,0.0,0.6083366
17,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,10,2019-01-15 12:31:00,My reasons for voting for Mr Trudeau were as followsproposal to end firstpastthepost or at least look at alternatives work on a fair deal for indigenous persons who live in Canada his local nominee was pretty good Im still OK with my MP but Ive had the biscuit with the Trudeau Government Im so tired of voting for a leastbad option in this country,0.198295,0.12019714
18,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,11,2019-01-16 05:22:00,Dont worry you definitely didnt vote for the least bad last election You voted for the worst government we have ever had in this country Inept thieving arrogant asshats But who would have expected less from silver spoon elitist,-0.32381,0.8700778
19,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,12,2019-01-20 23:13:00,Sounds like it came from a yellow jacket site that gives idiots like him dumb things to say about Trudeau,-0.391667,0.83785176
20,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,5,2019-01-21 00:28:00,Terence I dont like any more than you the way the yellow jackets are going about things but one thing remains clear Macron is failing the French people These are deep societal ills and its his job to move heaven and earth to successfully address them The French dont want virtue signalling or lectures They want results And if Macron cant provide them he deserves to be out on his ass at the end of his term,0.192857,0.5503794
21,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,13,2019-01-15 12:49:00,Is it possible ge wants Veterans Affairs better run hence the switch Also I recall from the Harper years plenty of unhappy veterans and litigations and whatnot Is it particularly worse this time around I have found ot discouraging and disappointing but thought of it as same old same old pretty much,-0.020833,0.18657243
22,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,14,2019-01-15 12:59:00,Paul Wells had hinted at it before on CBCs Power  Politics panel this time he has made it even clearer httpswwwmacleanscapoliticsottawainthetrudeaugovernmentwhatsacabinetshufflefor Jody wouldnt take Buttss BS and paid the price According to all reports though David Lametti wont be too amiable to Trudeaus buddy bullying him either Word is Lib mps are getting nervous about PMO stifling  their top down management style as the election approaches,0.172222,0.24811643
23,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,15,2019-01-16 14:41:00,Great photograph to accompany Paul Wells article  the puppet and the puppeteer,0.8,0.24669932
24,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,2,2019-01-15 14:21:00,1 The cartoon is bizarre If it was a Black guy outside the HUD office on MLK day would that be ironic 2 You say Ms Wilson Raybould was competent What evidence can you cite 3 If she  as you seem to be asserting  was demoted because she was a precolumbian female then you are accusing Justin and the cabinet and the LPC caucus of being either misogynist or racist or both,0.155556,0.42790782
25,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,16,2019-01-15 14:21:00,Agree that some of the ministers got shuffled to portfolios that were clearly a demotion  and an undeserved demotion at that Disagree that demoting women or Indigenous people in isolation is somehow racist or sexist Qualified people should be promoted less qualified people should not Skin colour or gender should be irrelevant That is true equality,-0.103333,0.32140213
26,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,5,2019-01-15 15:38:00,Steve What I want to know is did she fuck up files or not I havent heard anything major Am I missing something,-0.179167,0.60854596
27,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,16,2019-01-16 07:19:00,I think that was WKs point She didnt screw anything up yet was demoted I agree I hadnt heard anything,0.0,0.19924039
28,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,12,2019-01-20 23:16:00,She is not a team player and that may hurt her further after the next election,0.0,0.101945445
29,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,5,2019-01-21 00:16:00,Terence Are you old enough to remember Pierre Elliott Trudeaus strong cabinets If not you may want to visit the National Archives to scrutinize the several instances where the PM did not get his way with cabinet Can the current PM also claim that same badge of honour I disliked his father but the man respected the sacred principle of cabinet government Ronald ODowd says  January 15 2019 at 348 pm For those of you in constitutional law I was under the impression that in Equitas that the Trudeau government essentially defended with the same legal arguments as Harper SCOC declined to hear an appeal Sure they injected more money but in the end they were not prepared to pay up to the level demanded by veterans groups,0.127778,0.22241905
30,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,17,2019-01-15 20:46:00,Yes Trudeau injected more money By my count it was negative 18B more httpswwwtheglobeandmailcompoliticsarticleveteransaffairsskippednormalconsultationstointroducenew,0.233333,0.080621794
31,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,8,2019-01-16 06:42:00,Is the supremely incompetent Carolyn Bennett still in Cabinet,-0.35,0.55422676
32,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,17,2019-01-17 23:01:00,Yes Carolyn Bennett is maybe one of the most disappointing Ministers in cabinet Most of the Cabinet are unqualified immature and incompetent I actually expected some degree of skill from her,-0.01,0.5345127
33,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,18,2019-01-17 12:18:00,Lets spell it out The Inner Party of Liberal Party of Canada is the Council of Economic Advisors a 14member group chaired by Dominic Barton of McKinsey  Company The prime directive of CoEA is McKinseys Century Initiative  100 Million Canadians in 2100 As such Aboriginal and Heirloom Canadians are not even on the radar As Karen Wang proved not all is sweetness and light among Liberals handpicked foreignborn candidates Enron was the creation of Jeff Skilling  McKinsey consultant for 21 years and subsequently jailed after Enron collapsed  suggesting Century Initiative could end in tears Sadly I think it will as Aboriginals and nativists turn to socalled populism,0.016667,0.07082838
34,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,19,2019-01-19 00:29:00,PM Trudeau is undoubtedly the least qualified PM ever China has no respect for him I was no fan of his father but at least he was qualified,-0.3,0.22420129
35,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,5,2019-01-19 21:41:00,Art Im partly with you the extreme right populist nationalist or otherwise are not only dangerous to our national security but also to world peace However you are beyond generous when you say that most countries envy a hummingalong Canada Cause we aint this governments spending is irresponsible You cant buy your way to reelection Why has this Prime Minister still not brokered a pipeline deal Isnt that his job his responsibility as the federal honest broker Why are so many smallc conservatives and blue liberals pissed about marijuana Maybe now you get why the holy trinity in the PMO need to be gone yesterday Otherwise just kiss off the next election and prepare for a Conservative minority because its coming if his friends in the PMO dont disappear Plain and simple,0.086039,0.4117097
36,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,20,2019-01-20 09:17:00,this governments spending is irresponsible Out deficit it middle of the road for OECD countries httpsdataoecdorgggageneralgovernmentdeficithtm Why has this Prime Minister still not brokered a pipeline deal The pipeline problems are pretty small compared to endless Frence pretests Brexit or the US government shutdown Why are so many smallc conservatives and blue liberals pissed about marijuana Because of supply problems I assume,0.0625,0.34879622
37,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,12,2019-01-20 23:22:00,Mr ODowd with all due respect your comments seem to indicate you are in a panic about the Libs chances I am see ing some new candidates who are very qualifiedelectable people and they have recruited star candidates to run against Tory stars like Lisa Raitt who now has an olympic hero from the area to run against her in Milton 905 area They had about 1500 people show up today on a very cold Sunday to vote in the nomination process So I dont see your panic going anywhere,-0.142159,0.1461264
38,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,5,2019-01-21 07:38:00,Terence First off please call me Ron And thank you for your good manners I hope I always reply in kind I wouldnt necessarily describe my views as panic based Our host has an impressive readership both in numbers and quality I just wonder how many of them will come forward to agree with you that I am nothing more than Chicken Little We shall see,0.306944,0.17503156
39,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,21,2019-01-20 18:51:00,Despite the haughty rhetoric on social issues Trudeau has more or less followed Harper who at least never over promised This has needlessly stirred up division in a country still scarred from the regional and constitutional disputes of the 80s and 90s On the economic front Trudeau inherited a balanced budget and the best global economic growth in a decade and still managed to run a deficit about nothing and send capital fleeing In foreign affairs the Canadas Back claim rings hollow against the Bollywood Affair friction with Saudi and naively getting involved in the ongoing USChina escalation So why is this government still polling so well,0.033974,0.18420751
40,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,3,2019-01-21 11:19:00,Look at the alternatives The Cons have a leader even less charismatic than Harper and much more of a captive creature of that partys right wing The NDP have an imitation Trudeau who is foundering badly and has alienated traditional NDP constituencies The Bloc are in a state of collapse with separatist support in Quebec completely fragmented into several provincial parties with very very different views on issues The Greens are a vanity party run by everyones favourite autocrat which functions to put a ceiling on their ability to do anything but return May to Parliament Any other centers of strength and organization routinely enter into conflict with the leaders office and go do something else Deputy leaders have about a three year half life,0.022619,0.2646825
41,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,22,2019-01-21 21:00:00,And China is is country to exemplify You need to study up a bit more on foreign relations You need to study up a bit more on basic English The word exemplify means  be characteristic of or clarify by giving an example of of exactly what Art Your sentence above makes no sense sorry The word you were looking for was probably emulateand yes Trudeau does have a basic admiration for Chinas dictatorship or so he said right,0.076732,0.09809316
42,672,http://warrenkinsella.com/2019/01/from-next-weeks-column-im-pissed-off/,22,2019-01-22 22:46:00, his admiration is exemplified by his current posture towards them You mean prostrate,-0.15625,0.12667486
43,670,http://warrenkinsella.com/2019/01/a-liberal-deputy-prime-minister-on-trudeaus-treatment-of-indigenous-leaders-bad/,23,2019-01-21 12:17:00,Gerald Butts bowing out That will be the day,0.0,0.4895504
44,670,http://warrenkinsella.com/2019/01/a-liberal-deputy-prime-minister-on-trudeaus-treatment-of-indigenous-leaders-bad/,24,2019-03-09 12:20:00,The Kokanee Groper has a smelly caucus,0.0,0.76644164
45,670,http://warrenkinsella.com/2019/01/a-liberal-deputy-prime-minister-on-trudeaus-treatment-of-indigenous-leaders-bad/,5,2019-01-21 22:31:00,I know nothing cause I am apparently completely panicstricken Or so Ive been told,0.1,0.12327503
46,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,8,2019-01-22 08:29:00,If Canada is to be ruled by Gerald Butts  the farleft version of Steve Bannon  than he and not his emptyheaded puppet should take the Liberal spot in the leaders debates during the upcoming election,0.0,0.24177597
47,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,25,2019-01-24 18:17:00,I certainly see Butts all over the Screw the West take the Rest strategy that seems to be the Liberal 2019 Election Plan,0.214286,0.51824844
48,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,5,2019-01-22 11:07:00,How I wish I could write like that but I digress Theres nothing more pathetic than watching serial failed advisers going from one partys train to another to anotherand in their wake governments fall like dominos But whats worse is watching a conductor willingly egging on the cacophony Tragic,-0.316667,0.4794502
49,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,26,2019-01-22 11:37:00,Part of the problem with Prime Minister Justin Trudeau is that the media has let him off the hook on the groping incident and his flippant response to it then and now This is the same man who unceremoniously dumped 2 Liberal MPs based on unsubstantiated claims of sexual harassment This story has been allowed to simply go away However it is a window on his style of leadership as much as the incident itself,0.22,0.3803513
50,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,Blogger,2019-01-22 11:55:00,It hasnt gone away,0.0,0.050466374
51,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,23,2019-01-22 17:08:00,Lets hope not,0.0,0.09203019
52,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,27,2019-01-22 11:52:00,I dont get what Butts et al have against WilsonRaybould What did she do that they found soooooo egregious When you say she doesnt suffer fools gladly what incidents arose that pissed the PMO off so much that they stupidly thought this was necessary,-0.025,0.56945276
53,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,15,2019-01-22 14:11:00,I suspect they expected deference and submission from her and they didnt get it,-0.1,0.09639241
54,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,Blogger,2019-01-22 14:14:00,Nope They dont handle disagreement well Theyre kind of like the Martinites except with social media and Chewbacca socks,0.316667,0.4461553
55,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,28,2019-01-22 21:31:00,Youre inside the inside baseball now but Im trying to keep up Didnt Butts work for McGuinty with you,0.0,0.44627967
56,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,Blogger,2019-01-23 09:16:00,I dont recall seeing him around in 2011 High taxation lower representation says  January 23 2019 at 446 pm But umm 03 and 07 you were with McGuinty and his bio says McGuinty from 99 to 08 Head scratcher Warren says  January 23 2019 at 623 pm He doesnt exist Edwin Holly says  February 4 2019 at 714 am Why doesnt she cross the floor like Leona Alleslev did Better than sitting and sniveling about what a disaster this fool Trudeau has imposed on her Leona didnt sit crying MEMEME for the good of our Country she done something and crossed over More Liberals should do the same,0.237143,0.5641908
57,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,29,2019-01-22 12:07:00,the grievancenurturing children who comprise his entourage Oh that is quite the turn of phrase Sheer poetry,0.0,0.17440766
58,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,30,2019-01-22 12:25:00, a startling stunning series of broadsides raking fire is the naval term crossing the T of Trudeau  Well aimed Mr K,0.0,0.18243097
59,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,12,2019-01-22 14:21:00,I believe you are premature on your version of events,0.0,0.21300803
60,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,Blogger,2019-01-22 14:30:00,,0.0,0.038767725
61,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,5,2019-01-22 23:31:00,Terence They boxed themselves in by saying from the getgo that it wasnt a demotion or a lateral move And now they want to claim that another version of events has yet to be known Come again Dont they realize that they will look stupid for not having spit it out in the first place if it has merit,-0.275,0.55599946
62,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,31,2019-01-22 15:05:00,So Jody has many fans and is inspiration to women indigenous people and lawyershowever Rosemary Barton said on At Issue that Jody was not doing the best job possible Is it more than lack of conformity Or is an objective CBC reporter susceptible to party insider manipulation Warren,0.4,0.16224195
63,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,Blogger,2019-01-22 15:45:00,You know the answer already,0.0,0.08607254
64,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,14,2019-01-23 10:45:00,Barton  CBC FFS,0.0,0.06501266
65,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,7,2019-01-22 15:09:00,Granted its a small personal sample size but the guys Ive known over the years who claim to be feminists are the biggest assholes to women and in general terms Ive ever met,-0.066667,0.84644777
66,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,25,2019-01-24 18:19:00,Its always made me kind of roll my eyes Its virtuesignalling of the highest order,0.6,0.09448815
67,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,32,2019-01-22 18:00:00,Ive been watching the manchild with an admittedly jaded eye for some time now I wasnt a big fan of his dad but he did have my grudging respect for being smart and sharp as a tack Justin is neither of these in fact the polar opposite Theres just something about him I find unsettling a dark secret of sorts lingering not too far below the surface My significant other and for the record most gen X women I know find him creepy Their words not mine Which brings up an interesting article I read by a lady named Amy MacPherson Perhaps you know here Warren perhaps someone else here does In any case her article in her pinned tweet here httpstwittercomMsAmyMacPherson was a riveting read and left me somewhat uncomfortable Shes not a raging conservative by any means but shes definitely not juniors 1 fan either Some of the allegations in her article are quite disturbing I did some rudimentary follow up on a few and could find nothing to discredit them in fact a few were verified What bothers me is if they are what they say they are  why have we not heard more about them Is she a kook nobody listens to Honest question Ive never really heard of her before,-0.027762,0.33418798
68,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,8,2019-01-24 04:24:00,Oh come on Surely theres nothing creepy about a 47year old man passing himself off as a teen heartthrob Nope nothing creepy at all about that totally normal behaviour,-0.041667,0.36420476
69,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,32,2019-01-24 10:21:00,What I was referring to was the silencing of serious allegations from very high level operatives and how some things have been scrubbed from internet history This is unsettling Juniors creepy behaviour is almost a side bar to this story but it is there nonetheless The fact that he was roommates with a pedophile who plied his trade in their shared residence is more than disturbing as is the medias mostly hands off approach to this story If a conservative high ranking official had this same history would they get the same coverage Ask yourself that,-0.046533,0.40471965
70,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,8,2019-01-25 04:19:00,I was being sarcastic  that was evident with 47year old teen heartthrob I agree with you I personally was not aware of the Ingvaldson story until you brought it to our attention here,0.054167,0.12819847
71,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,25,2019-01-25 14:58:00,The stuff regarding Ingvaldson has been known and floating around in certain Vancouver circles for some time West Point Grey Academy is not some obscure school its a prominent pillar of Vancouver West Side respectability I personally know people who work there The overall impression is that the Ingvaldson stuff has been almost miraculously kept from the viewknowledge of the general public As a rule only very inside baseball people seem to know about it And it does make you wonder if that were another less Tefloncoated politician would such a connection in his or her life be almost completely unknown to the public Madeline A Bruce says  January 22 2019 at 924 pm Very disappointing and transparent move by Trudeau and his cronies Power corrupts and absolute power corrupts absolutely,0.016726,0.21086508
72,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,33,2019-01-23 14:50:00,Not that I disagree with whats written in previous comments but I think you have to take a drones eye view of the cabinet shuffle in light of the Wetsuweten chiefs assertion of their traditional land rights the previous week Its no secret that Ms WilsonRaybould strongly believes in indigenous peoples rights to traditional lands Unfortunately as the Wetsuweten protest illustrated to the Liberal think tank something has to give  either support indigenous peoples land rights or get something to tidewater My bet is that they will be downplaying their indigenous promises re indigenous self government and traditional land rights in the build up to the election So I would suggest viewed in this light the WilsonRaybould and Philpot shuffles get these high profile and effective Ministers out of their sensitive positions put in OReagan who to date hasnt done much of anything and in this way pivot away from native peoples aspirations and previous government promises and at the same time signal to those in the west that the Liberals are still trying to support Canadas oil and natural gas sector,0.073333,0.18951747
73,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,5,2019-01-24 07:36:00,On Reflection Their job isnt to try and support Canadas oil and natural gas sector Their job is to broker the deal between Alberta and BC As for the chiefs they should be fairly compensated for any rightofway thats required No one can get all First Nations on board but find a way to get more of them to the table This has to be a four party deal otherwise the pipeline is dead,0.27,0.12112047
74,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,32,2019-01-24 10:25:00,The hereditary chiefs demands et all are nothing more than the environmental lobbys playing some of their last cards You want to see political corruption  nepotism etc take a good look at political goings on on reserves I belong to one and know of what I speak,0.24,0.2577601
75,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,25,2019-01-24 18:22:00,Like the saying goes The Chiefs driveway is always paved,0.0,0.05605475
76,668,http://warrenkinsella.com/2019/01/column-trudeau-turns-his-back-on-women-and-indigenous-people/,5,2019-01-24 22:02:00,Sam A far better example is known as the Trump White House,0.2,0.2325011
77,656,http://warrenkinsella.com/2019/01/never-a-big-fan-of-his-music/,34,2019-01-31 19:06:00,Where may I ask is SFH Greatest Canadian musicians my ass,1.0,0.92247957
78,656,http://warrenkinsella.com/2019/01/never-a-big-fan-of-his-music/,32,2019-02-01 15:45:00,Just for shits  giggles type in Canadas dumbest prime minister,0.0,0.9333414
79,652,http://warrenkinsella.com/2019/02/our-federal-leaders-need-to-stay-on-social-media-it-reminds-us-why-we-need-better-ones/,35,2019-02-05 14:11:00,Let us assume correctly that few politicians in CANADA actually have the experience of our host when it comes to Social Media or the MSM Moreover these politicians are not experts in terms of cybernetics or Social Psychology They are not Sociologists or full time Journalists Their scope is academically dissimilar to that of journalistic punditry and as such should not be evaluated by the same yardstick Politicians are human with all the errors that amass from living a life as a political party leader or follower of party formatting  protocols In Scheers case he is pandering to his base and that of the populists that are singularly purposed with a onetrack mindset Scheers sloganeering does not have to actually make sense to find appeal to his base In Trumps case South of the border he told populists that he could shoot someone on the streets of New York and still get elected Populists say stupid things so that the dumb  ignorant base understand they can say similar inanities to rile opposition Trudeau has been our youngest PM too Is he not entitled to be young and somewhat nave at times Should Scheer have the same level of political gravitas as a veteran lawyerJournalist that worked Parliament in the 90s and then moved on RW,-0.148665,0.50244766
80,652,http://warrenkinsella.com/2019/02/our-federal-leaders-need-to-stay-on-social-media-it-reminds-us-why-we-need-better-ones/,36,2019-02-05 19:31:00,Is this comment intended as satire Justin Trudeau is almost 50 years old Hes slightly older than me and I havent been young and naive in decades Regardless of age both men are leaders of Canadas two main political parties so yes they should have gravitas and no they arent entitled to be young and naive  I really really hope you were kidding,0.025926,0.19362924
81,652,http://warrenkinsella.com/2019/02/our-federal-leaders-need-to-stay-on-social-media-it-reminds-us-why-we-need-better-ones/,37,2019-02-06 01:56:00,Im younger than he is I can easily see whats wrong with many of his decisions I can see upsides too to many of them but to me the downsides are frequently outweighing the upsides The particular incident Warren calls attention to sounds like a gross breach of fiduciary duty a lack of due diligence and in general seems to be a Prime Minister who wants to act as a leader without any of the responsibility You want to spend 50m on that Fine but youd better be ready to prove why thats where you should spend that 50m None of that is on display here,0.174405,0.17839497
82,652,http://warrenkinsella.com/2019/02/our-federal-leaders-need-to-stay-on-social-media-it-reminds-us-why-we-need-better-ones/,15,2019-02-06 09:47:00,These men are not running for the position of local dogcatcher  theyre aspiring to be Prime Minister of Canada So no none of them are entitled to be nave or clueless,0.0,0.3766378
